term,tfidf
much,0.06329399776788995
dead,0.06307172452990947
cannot,0.06173808510202661
away,0.0615324259151297
scena,0.061340951208410883
better,0.059993127300349926
false,0.059770854062369455
thoughts,0.05954858082438898
heaven,0.05891182437213549
againe,0.058552726153483114
cawdor,0.058552726153483114
la,0.058552726153483114
within,0.05799266815852563
sight,0.05734246249566777
call,0.055786549829804424
doct,0.05576450109855535
show,0.05470841174206918
look,0.054486138504088705
none,0.054469524453005125
part,0.05404159202812775
could,0.05380270473906369
tongue,0.05315249907620584
loue,0.05297627604362758
tell,0.05293022583822536
mind,0.05271057970138438
days,0.05271057970138438
first,0.052485679362264406
worth,0.05205774693738702
full,0.050501834271523674
hold,0.050501834271523674
heare,0.050188050988699814
macduffe,0.050188050988699814
shew,0.050188050988699814
ha,0.050188050988699814
ill,0.049851628608665814
alone,0.049851628608665814
never,0.04960995736600883
find,0.04960995736600883
er,0.04960995736600883
put,0.04939046808162128
many,0.04874026241876342
without,0.04762889622886103
sey,0.047399825933772045
owne,0.047399825933772045
way,0.0469620765149196
verse,0.046509335030633286
poor,0.046509335030633286
summer,0.045883938427184356
friend,0.045217118713242924
strange,0.044978231424178866
state,0.04477257223728197
knock,0.04461160087884428
poore,0.04461160087884428
euery,0.04461160087884428
grace,0.044105752523340536
place,0.04388347928536006
therefore,0.043455546860482676
three,0.0434389328093991
gentle,0.04278872714654124
worthy,0.04277211309545766
words,0.041899634194619326
ayre,0.041823375823916514
malc,0.041823375823916514
goe,0.041823375823916514
heauen,0.041823375823916514
downe,0.041823375823916514
two,0.04167736095663885
hate,0.04147170176974195
age,0.04147170176974195
others,0.04124942853176147
looks,0.04030809035988218
lie,0.04030809035988218
whilst,0.04030809035988218
use,0.04030809035988218
earth,0.04013806234185908
thing,0.04013806234185908
stand,0.039471242627917645
hell,0.039471242627917645
leaue,0.039035150768988745
deed,0.039035150768988745
haile,0.039035150768988745
euer,0.039035150768988745
wee,0.039035150768988745
murther,0.039035150768988745
another,0.03837649048909883
son,0.03835987643801525
desire,0.03815421725111835
muse,0.037281738350280015
youth,0.037281738350280015
far,0.037281738350280015
soul,0.037207468024506626
hours,0.037207468024506626
change,0.037207468024506626
prove,0.037207468024506626
ever,0.037207468024506626
mayst,0.037207468024506626
black,0.03661491863633858
bloody,0.036376031347274525
hee,0.036246925714060976
exit,0.036246925714060976
thinke,0.036246925714060976
noble,0.036246925714060976
malcolme,0.036246925714060976
neuer,0.036246925714060976
shalt,0.03617037216037763
father,0.03615375810929405
gone,0.035725825684416665
bring,0.03550355244643619
think,0.03507562002155881
go,0.03505900597047523
wilt,0.034853346783578334
dare,0.03461445949451428
long,0.03440880030761738
god,0.0343921862565338
pleasure,0.0341865270696369
borne,0.03416991301855332
seen,0.034106845689131075
form,0.034106845689131075
knows,0.034106845689131075
fortune,0.033741980593675946
power,0.033741980593675946
honor,0.03345870065913321
onely,0.03345870065913321
keepe,0.03345870065913321
scotland,0.03345870065913321
euen,0.03345870065913321
beare,0.03345870065913321
light,0.033297434117714984
woman,0.03307516087973451
proud,0.0328695016928376
else,0.03285288764175403
seem,0.03242495521687665
making,0.03242495521687665
end,0.03220268197889617
fire,0.03198040874091569
stay,0.031758135502935214
present,0.03131358902697426
set,0.03131358902697426
rest,0.03109131578899378
head,0.03109131578899378
hope,0.03109131578899378
keep,0.03100622335375552
leave,0.03100622335375552
loving,0.03100622335375552
glass,0.03100622335375552
pen,0.03100622335375552
liues,0.030670475604205442
finde,0.030670475604205442
liue,0.030670475604205442
seruant,0.030670475604205442
gent,0.030670475604205442
beene,0.030670475604205442
bear,0.0306633833641164
morrow,0.030646769313032823
woe,0.03044111012613592
lies,0.03044111012613592
kind,0.03044111012613592
bed,0.030424496075052345
happy,0.030218836888155444
cry,0.030202222837071864
comes,0.030202222837071864
shame,0.029996563650174963
strong,0.02977429041219449
thence,0.02955201717421401
makes,0.02955201717421401
breath,0.02932974393623353
enough,0.02910747069825305
die,0.028457265035395196
sun,0.028457265035395196
double,0.028440650984311616
fight,0.028440650984311616
hang,0.028440650984311616
wood,0.028440650984311616
bright,0.028234991797414715
hands,0.02821837774633114
found,0.028012718559434237
spirit,0.028012718559434237
right,0.028012718559434237
pray,0.02799610450835066
sword,0.02799610450835066
decay,0.027905601018379966
mistress,0.027905601018379966
lives,0.027905601018379966
loss,0.027905601018379966
although,0.027905601018379966
pity,0.027905601018379966
mac,0.027882250549277676
duncan,0.027882250549277676
murth,0.027882250549277676
houre,0.027882250549277676
flye,0.027882250549277676
seyward,0.027882250549277676
times,0.02779044532145376
forth,0.0273458988454928
cold,0.0273458988454928
fell,0.026901352369531846
sorrow,0.026901352369531846
report,0.02667907913155137
friends,0.02645680589357089
rich,0.026251146706673986
pride,0.026251146706673986
kings,0.026234532655590413
peace,0.026234532655590413
welcome,0.026234532655590413
deeds,0.02602887346869351
grow,0.02602887346869351
speak,0.025584326992732553
worst,0.025362053754752076
bad,0.025362053754752076
ten,0.025362053754752076
businesse,0.025094025494349907
fleans,0.025094025494349907
royall,0.025094025494349907
lye,0.025094025494349907
lesse,0.025094025494349907
highnesse,0.025094025494349907
minde,0.025094025494349907
vnder,0.025094025494349907
macduff,0.025094025494349907
kill,0.02491750727879112
gracious,0.02491750727879112
cruel,0.024804978683004415
view,0.024804978683004415
lest,0.024804978683004415
winter,0.024804978683004415
joy,0.024804978683004415
born,0.024804978683004415
lines,0.024804978683004415
gives,0.024804978683004415
child,0.024804978683004415
deep,0.024804978683004415
save,0.024804978683004415
skill,0.024804978683004415
loves,0.024804978683004415
faults,0.024804978683004415
lovely,0.024804978683004415
leaves,0.024804978683004415
sin,0.024804978683004415
